DOL_Vehicle_ID,Country,City,State,Postal_Code,Region,Metro_Flag,High_Adoption_State_Flag
101091,India,Lucknow,Uttar Pradesh,191656,Other,0,0
101092,India,Lucknow,Uttar Pradesh,883077,Other,0,0
101093,India,Lucknow,Uttar Pradesh,594064,Other,0,0
101094,India,Lucknow,Uttar Pradesh,500010,Other,0,0
101095,India,Lucknow,Uttar Pradesh,680305,Other,0,0
101096,India,Lucknow,Uttar Pradesh,551989,Other,0,0
101097,India,Lucknow,Uttar Pradesh,934089,Other,0,0
101098,India,Lucknow,Uttar Pradesh,349495,Other,0,0
101099,India,Lucknow,Uttar Pradesh,289773,Other,0,0
101100,India,Lucknow,Uttar Pradesh,995781,Other,0,0
101101,India,Lucknow,Uttar Pradesh,561823,Other,0,0
101102,India,Lucknow,Uttar Pradesh,244258,Other,0,0
101103,India,Lucknow,Uttar Pradesh,732900,Other,0,0
101104,India,Lucknow,Uttar Pradesh,567616,Other,0,0
101105,India,Lucknow,Uttar Pradesh,523041,Other,0,0
101106,India,Lucknow,Uttar Pradesh,921939,Other,0,0
101107,India,Lucknow,Uttar Pradesh,300065,Other,0,0
101108,India,Lucknow,Uttar Pradesh,199122,Other,0,0
101109,India,Lucknow,Uttar Pradesh,335851,Other,0,0
101110,India,Lucknow,Uttar Pradesh,938018,Other,0,0
101111,India,Lucknow,Uttar Pradesh,728935,Other,0,0
101112,India,Lucknow,Uttar Pradesh,157196,Other,0,0
101113,India,Lucknow,Uttar Pradesh,465543,Other,0,0
101114,India,Lucknow,Uttar Pradesh,980624,Other,0,0
101115,India,Lucknow,Uttar Pradesh,703910,Other,0,0
101116,India,Lucknow,Uttar Pradesh,737684,Other,0,0
101117,India,Lucknow,Uttar Pradesh,782986,Other,0,0
101118,India,Lucknow,Uttar Pradesh,728151,Other,0,0
101119,India,Lucknow,Uttar Pradesh,305728,Other,0,0
101120,India,Lucknow,Uttar Pradesh,848065,Other,0,0
101121,India,Lucknow,Uttar Pradesh,564271,Other,0,0
101122,India,Lucknow,Uttar Pradesh,801433,Other,0,0
101123,India,Lucknow,Uttar Pradesh,749443,Other,0,0
101124,India,Lucknow,Uttar Pradesh,390395,Other,0,0
101125,India,Lucknow,Uttar Pradesh,723813,Other,0,0
101126,India,Lucknow,Uttar Pradesh,217369,Other,0,0
101127,India,Lucknow,Uttar Pradesh,573319,Other,0,0
101128,India,Lucknow,Uttar Pradesh,917439,Other,0,0
101129,India,Lucknow,Uttar Pradesh,621397,Other,0,0
101130,India,Lucknow,Uttar Pradesh,116138,Other,0,0
101131,India,Lucknow,Uttar Pradesh,225604,Other,0,0
101132,India,Lucknow,Uttar Pradesh,814995,Other,0,0
101133,India,Lucknow,Uttar Pradesh,660027,Other,0,0
101134,India,Lucknow,Uttar Pradesh,246429,Other,0,0
101135,India,Lucknow,Uttar Pradesh,258571,Other,0,0
101136,India,Lucknow,Uttar Pradesh,911028,Other,0,0
101137,India,Lucknow,Uttar Pradesh,948689,Other,0,0
101138,India,Lucknow,Uttar Pradesh,580674,Other,0,0
101139,India,Lucknow,Uttar Pradesh,127472,Other,0,0
101140,India,Lucknow,Uttar Pradesh,875404,Other,0,0
101141,India,Lucknow,Uttar Pradesh,518973,Other,0,0
101142,India,Lucknow,Uttar Pradesh,812932,Other,0,0
101143,India,Lucknow,Uttar Pradesh,485781,Other,0,0
101144,India,Lucknow,Uttar Pradesh,765979,Other,0,0
101145,India,Lucknow,Uttar Pradesh,540924,Other,0,0
101146,India,Lucknow,Uttar Pradesh,862473,Other,0,0
101147,India,Lucknow,Uttar Pradesh,924624,Other,0,0
101148,India,Lucknow,Uttar Pradesh,942843,Other,0,0
101149,India,Lucknow,Uttar Pradesh,806513,Other,0,0
101150,India,Lucknow,Uttar Pradesh,882046,Other,0,0
101151,India,Lucknow,Uttar Pradesh,625122,Other,0,0
101152,India,Lucknow,Uttar Pradesh,299176,Other,0,0
101153,India,Lucknow,Uttar Pradesh,605421,Other,0,0
101154,India,Lucknow,Uttar Pradesh,645865,Other,0,0
101155,India,Lucknow,Uttar Pradesh,212333,Other,0,0
101156,India,Noida,Uttar Pradesh,138346,Other,0,0
101157,India,Noida,Uttar Pradesh,275324,Other,0,0
101158,India,Noida,Uttar Pradesh,297345,Other,0,0
101159,India,Noida,Uttar Pradesh,908062,Other,0,0
101160,India,Noida,Uttar Pradesh,998599,Other,0,0
101161,India,Noida,Uttar Pradesh,991255,Other,0,0
101162,India,Noida,Uttar Pradesh,732088,Other,0,0
101163,India,Noida,Uttar Pradesh,996650,Other,0,0
101164,India,Noida,Uttar Pradesh,129092,Other,0,0
101165,India,Noida,Uttar Pradesh,990733,Other,0,0
101166,India,Noida,Uttar Pradesh,576857,Other,0,0
101167,India,Noida,Uttar Pradesh,371635,Other,0,0
101168,India,Noida,Uttar Pradesh,660139,Other,0,0
101169,India,Noida,Uttar Pradesh,791750,Other,0,0
101170,India,Noida,Uttar Pradesh,180771,Other,0,0
101171,India,Noida,Uttar Pradesh,332682,Other,0,0
101172,India,Noida,Uttar Pradesh,388480,Other,0,0
101173,India,Noida,Uttar Pradesh,600585,Other,0,0
101174,India,Noida,Uttar Pradesh,416790,Other,0,0
101175,India,Noida,Uttar Pradesh,587707,Other,0,0
101176,India,Noida,Uttar Pradesh,894335,Other,0,0
101177,India,Noida,Uttar Pradesh,167300,Other,0,0
101178,India,Noida,Uttar Pradesh,478226,Other,0,0
101179,India,Noida,Uttar Pradesh,889622,Other,0,0
101180,India,Noida,Uttar Pradesh,643056,Other,0,0
101181,India,Noida,Uttar Pradesh,171017,Other,0,0
101182,India,Noida,Uttar Pradesh,871279,Other,0,0
101183,India,Noida,Uttar Pradesh,873931,Other,0,0
101184,India,Noida,Uttar Pradesh,212223,Other,0,0
101185,India,Noida,Uttar Pradesh,513811,Other,0,0
101186,India,Noida,Uttar Pradesh,113703,Other,0,0
101187,India,Noida,Uttar Pradesh,476440,Other,0,0
101188,India,Noida,Uttar Pradesh,431065,Other,0,0
101189,India,Noida,Uttar Pradesh,168274,Other,0,0
101190,India,Noida,Uttar Pradesh,636350,Other,0,0
101191,India,Noida,Uttar Pradesh,728758,Other,0,0
101192,India,Noida,Uttar Pradesh,617537,Other,0,0
101193,India,Noida,Uttar Pradesh,890417,Other,0,0
101194,India,Noida,Uttar Pradesh,957759,Other,0,0
101195,India,Noida,Uttar Pradesh,555651,Other,0,0
101196,India,Noida,Uttar Pradesh,831316,Other,0,0
101197,India,Noida,Uttar Pradesh,375375,Other,0,0
101198,India,Noida,Uttar Pradesh,840150,Other,0,0
101199,India,Noida,Uttar Pradesh,982566,Other,0,0
101200,India,Noida,Uttar Pradesh,974506,Other,0,0
101201,India,Noida,Uttar Pradesh,401033,Other,0,0
101202,India,Noida,Uttar Pradesh,894301,Other,0,0
101203,India,Noida,Uttar Pradesh,601955,Other,0,0
101204,India,Noida,Uttar Pradesh,246836,Other,0,0
101205,India,Noida,Uttar Pradesh,185501,Other,0,0
101206,India,Noida,Uttar Pradesh,640997,Other,0,0
101207,India,Noida,Uttar Pradesh,251152,Other,0,0
101208,India,Noida,Uttar Pradesh,334622,Other,0,0
101209,India,Noida,Uttar Pradesh,980979,Other,0,0
101210,India,Noida,Uttar Pradesh,685581,Other,0,0
101211,India,Noida,Uttar Pradesh,236694,Other,0,0
101212,India,Noida,Uttar Pradesh,464534,Other,0,0
101213,India,Noida,Uttar Pradesh,789197,Other,0,0
101214,India,Noida,Uttar Pradesh,147456,Other,0,0
101215,India,Noida,Uttar Pradesh,208684,Other,0,0
101216,India,Noida,Uttar Pradesh,227602,Other,0,0
101217,India,Noida,Uttar Pradesh,378187,Other,0,0
101218,India,Noida,Uttar Pradesh,612447,Other,0,0
101219,India,Noida,Uttar Pradesh,901123,Other,0,0
101220,India,Noida,Uttar Pradesh,993061,Other,0,0
101221,India,Noida,Uttar Pradesh,931431,Other,0,0
101222,India,Noida,Uttar Pradesh,105435,Other,0,0
101223,India,Noida,Uttar Pradesh,379078,Other,0,0
101224,India,Noida,Uttar Pradesh,564535,Other,0,0
101225,India,Noida,Uttar Pradesh,912802,Other,0,0
101226,India,Noida,Uttar Pradesh,784659,Other,0,0
101227,India,Noida,Uttar Pradesh,120369,Other,0,0
101228,India,Noida,Uttar Pradesh,610790,Other,0,0
101229,India,Noida,Uttar Pradesh,135282,Other,0,0
101230,India,Noida,Uttar Pradesh,346549,Other,0,0
101231,India,Noida,Uttar Pradesh,144484,Other,0,0
101232,India,Noida,Uttar Pradesh,217399,Other,0,0
101233,India,Noida,Uttar Pradesh,387906,Other,0,0
101234,India,Noida,Uttar Pradesh,461756,Other,0,0
101235,India,Noida,Uttar Pradesh,532681,Other,0,0
101236,India,Noida,Uttar Pradesh,188697,Other,0,0
101237,India,Noida,Uttar Pradesh,242728,Other,0,0
101238,India,Noida,Uttar Pradesh,483331,Other,0,0
101239,India,Noida,Uttar Pradesh,160107,Other,0,0
101240,India,Noida,Uttar Pradesh,512111,Other,0,0
101241,India,Noida,Uttar Pradesh,601072,Other,0,0
101242,India,Noida,Uttar Pradesh,670141,Other,0,0
101243,India,Noida,Uttar Pradesh,511267,Other,0,0
101244,India,Noida,Uttar Pradesh,905408,Other,0,0
101245,India,Noida,Uttar Pradesh,870880,Other,0,0
101246,India,Noida,Uttar Pradesh,830617,Other,0,0
101247,India,Noida,Uttar Pradesh,283258,Other,0,0
101248,India,Noida,Uttar Pradesh,450002,Other,0,0
101249,India,Noida,Uttar Pradesh,511811,Other,0,0
101250,India,Noida,Uttar Pradesh,357231,Other,0,0
101251,India,Noida,Uttar Pradesh,195057,Other,0,0
101252,India,Noida,Uttar Pradesh,646707,Other,0,0
101253,India,Noida,Uttar Pradesh,686470,Other,0,0
101254,India,Kanpur,Uttar Pradesh,869776,Other,0,0
101255,India,Kanpur,Uttar Pradesh,922922,Other,0,0
101256,India,Kanpur,Uttar Pradesh,737384,Other,0,0
101257,India,Kanpur,Uttar Pradesh,394366,Other,0,0
101258,India,Kanpur,Uttar Pradesh,401411,Other,0,0
101259,India,Kanpur,Uttar Pradesh,998633,Other,0,0
101260,India,Kanpur,Uttar Pradesh,815663,Other,0,0
101261,India,Kanpur,Uttar Pradesh,942667,Other,0,0
101262,India,Kanpur,Uttar Pradesh,190410,Other,0,0
101263,India,Kanpur,Uttar Pradesh,306749,Other,0,0
101264,India,Kanpur,Uttar Pradesh,520547,Other,0,0
101265,India,Kanpur,Uttar Pradesh,581756,Other,0,0
101266,India,Kanpur,Uttar Pradesh,432343,Other,0,0
101267,India,Kanpur,Uttar Pradesh,172204,Other,0,0
101268,India,Kanpur,Uttar Pradesh,748140,Other,0,0
101269,India,Kanpur,Uttar Pradesh,905983,Other,0,0
101270,India,Kanpur,Uttar Pradesh,166691,Other,0,0
101271,India,Kanpur,Uttar Pradesh,901680,Other,0,0
101272,India,Kanpur,Uttar Pradesh,884403,Other,0,0
101273,India,Kanpur,Uttar Pradesh,210777,Other,0,0
101274,India,Kanpur,Uttar Pradesh,354174,Other,0,0
101275,India,Kanpur,Uttar Pradesh,833682,Other,0,0
101276,India,Kanpur,Uttar Pradesh,217026,Other,0,0
101277,India,Kanpur,Uttar Pradesh,449230,Other,0,0
101278,India,Kanpur,Uttar Pradesh,128876,Other,0,0
101279,India,Kanpur,Uttar Pradesh,128261,Other,0,0
101280,India,Kanpur,Uttar Pradesh,242412,Other,0,0
101281,India,Kanpur,Uttar Pradesh,998760,Other,0,0
101282,India,Kanpur,Uttar Pradesh,765751,Other,0,0
101283,India,Kanpur,Uttar Pradesh,209264,Other,0,0
101284,India,Kanpur,Uttar Pradesh,402138,Other,0,0
101285,India,Kanpur,Uttar Pradesh,488026,Other,0,0
101286,India,Kanpur,Uttar Pradesh,619904,Other,0,0
101287,India,Kanpur,Uttar Pradesh,248395,Other,0,0
101288,India,Kanpur,Uttar Pradesh,258785,Other,0,0
101289,India,Kanpur,Uttar Pradesh,119510,Other,0,0
101290,India,Kanpur,Uttar Pradesh,971061,Other,0,0
101291,India,Kanpur,Uttar Pradesh,958690,Other,0,0
101292,India,Kanpur,Uttar Pradesh,816358,Other,0,0
101293,India,Kanpur,Uttar Pradesh,578365,Other,0,0
101294,India,Kanpur,Uttar Pradesh,713398,Other,0,0
101295,India,Kanpur,Uttar Pradesh,500435,Other,0,0
101296,India,Kanpur,Uttar Pradesh,286023,Other,0,0
101297,India,Kanpur,Uttar Pradesh,980255,Other,0,0
101298,India,Kanpur,Uttar Pradesh,877867,Other,0,0
101299,India,Kanpur,Uttar Pradesh,255915,Other,0,0
101300,India,Kanpur,Uttar Pradesh,109304,Other,0,0
101301,India,Kanpur,Uttar Pradesh,768036,Other,0,0
101302,India,Kanpur,Uttar Pradesh,812992,Other,0,0
101303,India,Kanpur,Uttar Pradesh,332366,Other,0,0
101304,India,Kanpur,Uttar Pradesh,784103,Other,0,0
101305,India,Kanpur,Uttar Pradesh,783542,Other,0,0
101306,India,Kanpur,Uttar Pradesh,948607,Other,0,0
101307,India,Kanpur,Uttar Pradesh,743790,Other,0,0
101308,India,Kanpur,Uttar Pradesh,859994,Other,0,0
101309,India,Kanpur,Uttar Pradesh,402107,Other,0,0
101310,India,Kanpur,Uttar Pradesh,268678,Other,0,0
101311,India,Kanpur,Uttar Pradesh,945075,Other,0,0
101312,India,Kanpur,Uttar Pradesh,609085,Other,0,0
101313,India,Kanpur,Uttar Pradesh,635607,Other,0,0
101314,India,Kanpur,Uttar Pradesh,853772,Other,0,0
101315,India,Kanpur,Uttar Pradesh,217408,Other,0,0
101316,India,Kanpur,Uttar Pradesh,853241,Other,0,0
101317,India,Kanpur,Uttar Pradesh,770008,Other,0,0
101318,India,Kanpur,Uttar Pradesh,505854,Other,0,0
101319,India,Kanpur,Uttar Pradesh,825356,Other,0,0
101320,India,Kanpur,Uttar Pradesh,464735,Other,0,0
101321,India,Kanpur,Uttar Pradesh,778756,Other,0,0
101322,India,Kanpur,Uttar Pradesh,888447,Other,0,0
101323,India,Kanpur,Uttar Pradesh,546476,Other,0,0
101324,India,Kanpur,Uttar Pradesh,160653,Other,0,0
101325,India,Kanpur,Uttar Pradesh,335068,Other,0,0
101326,India,Kanpur,Uttar Pradesh,278168,Other,0,0
101327,India,Kanpur,Uttar Pradesh,314709,Other,0,0
101328,India,Kanpur,Uttar Pradesh,404647,Other,0,0
101329,India,Kanpur,Uttar Pradesh,359405,Other,0,0
101330,India,Kanpur,Uttar Pradesh,563134,Other,0,0
101331,India,Kanpur,Uttar Pradesh,706888,Other,0,0
101332,India,Kanpur,Uttar Pradesh,316110,Other,0,0
101333,India,Kanpur,Uttar Pradesh,337403,Other,0,0
101334,India,Kanpur,Uttar Pradesh,241519,Other,0,0
101335,India,Kanpur,Uttar Pradesh,107928,Other,0,0
101336,India,Kanpur,Uttar Pradesh,377311,Other,0,0
101337,India,Kanpur,Uttar Pradesh,646982,Other,0,0
101338,India,Kanpur,Uttar Pradesh,967050,Other,0,0
101339,India,Kanpur,Uttar Pradesh,965847,Other,0,0
101340,India,Kanpur,Uttar Pradesh,235797,Other,0,0
101341,India,Kanpur,Uttar Pradesh,125457,Other,0,0
101342,India,Kanpur,Uttar Pradesh,100559,Other,0,0
101343,India,Kanpur,Uttar Pradesh,343950,Other,0,0
101344,India,Kanpur,Uttar Pradesh,358430,Other,0,0
101345,India,Kanpur,Uttar Pradesh,868576,Other,0,0
101346,India,Kanpur,Uttar Pradesh,275746,Other,0,0
101347,India,Kanpur,Uttar Pradesh,299824,Other,0,0
101348,India,Kanpur,Uttar Pradesh,244938,Other,0,0
101349,India,Kanpur,Uttar Pradesh,890944,Other,0,0
101350,India,Kanpur,Uttar Pradesh,623869,Other,0,0
101351,India,Kanpur,Uttar Pradesh,443822,Other,0,0
101352,India,Kanpur,Uttar Pradesh,962219,Other,0,0
101353,India,Ahmedabad,Gujarat,686831,West,0,0
101354,India,Ahmedabad,Gujarat,308851,West,0,0
101355,India,Ahmedabad,Gujarat,611714,West,0,0
101356,India,Ahmedabad,Gujarat,131533,West,0,0
101357,India,Ahmedabad,Gujarat,431922,West,0,0
101358,India,Ahmedabad,Gujarat,543035,West,0,0
101359,India,Ahmedabad,Gujarat,507124,West,0,0
101360,India,Ahmedabad,Gujarat,615689,West,0,0
101361,India,Ahmedabad,Gujarat,246903,West,0,0
101362,India,Ahmedabad,Gujarat,269809,West,0,0
101363,India,Ahmedabad,Gujarat,275183,West,0,0
101364,India,Ahmedabad,Gujarat,849037,West,0,0
101365,India,Ahmedabad,Gujarat,402553,West,0,0
101366,India,Ahmedabad,Gujarat,297173,West,0,0
101367,India,Ahmedabad,Gujarat,865110,West,0,0
101368,India,Ahmedabad,Gujarat,736436,West,0,0
101369,India,Ahmedabad,Gujarat,285151,West,0,0
101370,India,Ahmedabad,Gujarat,535892,West,0,0
101371,India,Ahmedabad,Gujarat,364320,West,0,0
101372,India,Ahmedabad,Gujarat,926434,West,0,0
101373,India,Ahmedabad,Gujarat,826797,West,0,0
101374,India,Ahmedabad,Gujarat,929716,West,0,0
101375,India,Ahmedabad,Gujarat,832426,West,0,0
101376,India,Ahmedabad,Gujarat,988752,West,0,0
101377,India,Ahmedabad,Gujarat,391813,West,0,0
101378,India,Ahmedabad,Gujarat,245093,West,0,0
101379,India,Ahmedabad,Gujarat,223351,West,0,0
101380,India,Ahmedabad,Gujarat,120946,West,0,0
101381,India,Ahmedabad,Gujarat,771810,West,0,0
101382,India,Ahmedabad,Gujarat,401364,West,0,0
101383,India,Ahmedabad,Gujarat,657985,West,0,0
101384,India,Ahmedabad,Gujarat,971171,West,0,0
101385,India,Ahmedabad,Gujarat,945484,West,0,0
101386,India,Ahmedabad,Gujarat,574857,West,0,0
101387,India,Ahmedabad,Gujarat,527479,West,0,0
101388,India,Ahmedabad,Gujarat,539948,West,0,0
101389,India,Ahmedabad,Gujarat,575551,West,0,0
101390,India,Ahmedabad,Gujarat,646312,West,0,0
101391,India,Ahmedabad,Gujarat,757116,West,0,0
101392,India,Ahmedabad,Gujarat,274166,West,0,0
101393,India,Ahmedabad,Gujarat,684172,West,0,0
101394,India,Ahmedabad,Gujarat,554623,West,0,0
101395,India,Ahmedabad,Gujarat,464709,West,0,0
101396,India,Ahmedabad,Gujarat,906479,West,0,0
101397,India,Ahmedabad,Gujarat,430810,West,0,0
101398,India,Ahmedabad,Gujarat,448152,West,0,0
101399,India,Ahmedabad,Gujarat,736712,West,0,0
101400,India,Ahmedabad,Gujarat,264999,West,0,0
101401,India,Ahmedabad,Gujarat,746004,West,0,0
101402,India,Ahmedabad,Gujarat,205509,West,0,0
101403,India,Ahmedabad,Gujarat,796314,West,0,0
101404,India,Ahmedabad,Gujarat,294904,West,0,0
101405,India,Ahmedabad,Gujarat,709493,West,0,0
101406,India,Ahmedabad,Gujarat,441603,West,0,0
101407,India,Ahmedabad,Gujarat,984317,West,0,0
101408,India,Ahmedabad,Gujarat,612552,West,0,0
101409,India,Ahmedabad,Gujarat,972035,West,0,0
101410,India,Ahmedabad,Gujarat,114677,West,0,0
101411,India,Ahmedabad,Gujarat,511742,West,0,0
101412,India,Ahmedabad,Gujarat,590576,West,0,0
101413,India,Ahmedabad,Gujarat,606767,West,0,0
101414,India,Ahmedabad,Gujarat,100209,West,0,0
101415,India,Ahmedabad,Gujarat,330144,West,0,0
101416,India,Ahmedabad,Gujarat,614242,West,0,0
101417,India,Ahmedabad,Gujarat,493545,West,0,0
101418,India,Ahmedabad,Gujarat,629010,West,0,0
101419,India,Ahmedabad,Gujarat,523501,West,0,0
101420,India,Ahmedabad,Gujarat,863445,West,0,0
101421,India,Ahmedabad,Gujarat,788630,West,0,0
101422,India,Ahmedabad,Gujarat,916197,West,0,0
101423,India,Ahmedabad,Gujarat,801696,West,0,0
101424,India,Ahmedabad,Gujarat,819542,West,0,0
101425,India,Ahmedabad,Gujarat,345191,West,0,0
101426,India,Ahmedabad,Gujarat,835634,West,0,0
101427,India,Ahmedabad,Gujarat,931710,West,0,0
101428,India,Ahmedabad,Gujarat,178784,West,0,0
101429,India,Ahmedabad,Gujarat,491337,West,0,0
101430,India,Ahmedabad,Gujarat,657647,West,0,0
101431,India,Ahmedabad,Gujarat,911536,West,0,0
101432,India,Ahmedabad,Gujarat,209084,West,0,0
101433,India,Ahmedabad,Gujarat,908036,West,0,0
101434,India,Ahmedabad,Gujarat,331704,West,0,0
101435,India,Ahmedabad,Gujarat,641440,West,0,0
101436,India,Ahmedabad,Gujarat,445395,West,0,0
101437,India,Ahmedabad,Gujarat,296349,West,0,0
101438,India,Ahmedabad,Gujarat,347652,West,0,0
101439,India,Ahmedabad,Gujarat,850310,West,0,0
101440,India,Ahmedabad,Gujarat,425499,West,0,0
101441,India,Ahmedabad,Gujarat,869606,West,0,0
101442,India,Ahmedabad,Gujarat,497099,West,0,0
101443,India,Ahmedabad,Gujarat,622741,West,0,0
101444,India,Ahmedabad,Gujarat,686109,West,0,0
101445,India,Ahmedabad,Gujarat,366167,West,0,0
101446,India,Ahmedabad,Gujarat,131017,West,0,0
101447,India,Ahmedabad,Gujarat,625679,West,0,0
101448,India,Ahmedabad,Gujarat,666967,West,0,0
101449,India,Ahmedabad,Gujarat,387555,West,0,0
101450,India,Ahmedabad,Gujarat,186928,West,0,0
101451,India,Ahmedabad,Gujarat,978584,West,0,0
101452,India,Ahmedabad,Gujarat,823486,West,0,0
101453,India,Ahmedabad,Gujarat,137743,West,0,0
101454,India,Ahmedabad,Gujarat,680085,West,0,0
101455,India,Ahmedabad,Gujarat,115522,West,0,0
101456,India,Ahmedabad,Gujarat,739218,West,0,0
101457,India,Ahmedabad,Gujarat,398021,West,0,0
101458,India,Ahmedabad,Gujarat,835062,West,0,0
101459,India,Ahmedabad,Gujarat,953877,West,0,0
101460,India,Ahmedabad,Gujarat,641428,West,0,0
101461,India,Ahmedabad,Gujarat,346661,West,0,0
101462,India,Ahmedabad,Gujarat,200591,West,0,0
101463,India,Ahmedabad,Gujarat,385356,West,0,0
101464,India,Ahmedabad,Gujarat,149810,West,0,0
101465,India,Ahmedabad,Gujarat,804989,West,0,0
101466,India,Ahmedabad,Gujarat,956899,West,0,0
101467,India,Ahmedabad,Gujarat,827449,West,0,0
101468,India,Ahmedabad,Gujarat,476570,West,0,0
101469,India,Ahmedabad,Gujarat,159980,West,0,0
101470,India,Ahmedabad,Gujarat,938099,West,0,0
101471,India,Ahmedabad,Gujarat,183038,West,0,0
101472,India,Ahmedabad,Gujarat,876385,West,0,0
101473,India,Ahmedabad,Gujarat,327997,West,0,0
101474,India,Ahmedabad,Gujarat,959575,West,0,0
101475,India,Ahmedabad,Gujarat,325784,West,0,0
101476,India,Ahmedabad,Gujarat,940903,West,0,0
101477,India,Surat,Gujarat,251967,West,0,0
101478,India,Surat,Gujarat,848371,West,0,0
101479,India,Surat,Gujarat,935320,West,0,0
101480,India,Surat,Gujarat,244905,West,0,0
101481,India,Surat,Gujarat,352411,West,0,0
101482,India,Surat,Gujarat,592280,West,0,0
101483,India,Surat,Gujarat,847520,West,0,0
101484,India,Surat,Gujarat,265043,West,0,0
101485,India,Surat,Gujarat,306598,West,0,0
101486,India,Surat,Gujarat,547392,West,0,0
101487,India,Surat,Gujarat,923163,West,0,0
101488,India,Surat,Gujarat,865192,West,0,0
101489,India,Surat,Gujarat,899838,West,0,0
101490,India,Surat,Gujarat,117669,West,0,0
101491,India,Surat,Gujarat,877150,West,0,0
101492,India,Surat,Gujarat,319882,West,0,0
101493,India,Surat,Gujarat,736148,West,0,0
101494,India,Surat,Gujarat,983523,West,0,0
101495,India,Surat,Gujarat,973044,West,0,0
101496,India,Surat,Gujarat,192889,West,0,0
101497,India,Surat,Gujarat,965796,West,0,0
101498,India,Surat,Gujarat,935848,West,0,0
101499,India,Surat,Gujarat,446418,West,0,0
101500,India,Surat,Gujarat,834647,West,0,0
101501,India,Surat,Gujarat,723226,West,0,0
101502,India,Surat,Gujarat,937802,West,0,0
101503,India,Surat,Gujarat,491342,West,0,0
101504,India,Surat,Gujarat,991712,West,0,0
101505,India,Surat,Gujarat,352856,West,0,0
101506,India,Surat,Gujarat,943446,West,0,0
101507,India,Surat,Gujarat,521280,West,0,0
101508,India,Surat,Gujarat,531419,West,0,0
101509,India,Surat,Gujarat,245871,West,0,0
101510,India,Surat,Gujarat,880305,West,0,0
101511,India,Surat,Gujarat,888326,West,0,0
101512,India,Surat,Gujarat,783019,West,0,0
101513,India,Surat,Gujarat,280116,West,0,0
101514,India,Surat,Gujarat,395182,West,0,0
101515,India,Surat,Gujarat,301466,West,0,0
101516,India,Surat,Gujarat,692735,West,0,0
101517,India,Surat,Gujarat,904066,West,0,0
101518,India,Surat,Gujarat,317986,West,0,0
101519,India,Surat,Gujarat,462205,West,0,0
101520,India,Surat,Gujarat,411207,West,0,0
101521,India,Surat,Gujarat,159567,West,0,0
101522,India,Surat,Gujarat,816079,West,0,0
101523,India,Surat,Gujarat,975612,West,0,0
101524,India,Surat,Gujarat,442368,West,0,0
101525,India,Surat,Gujarat,644380,West,0,0
101526,India,Surat,Gujarat,904371,West,0,0
101527,India,Surat,Gujarat,591513,West,0,0
101528,India,Surat,Gujarat,237405,West,0,0
101529,India,Surat,Gujarat,107887,West,0,0
101530,India,Surat,Gujarat,834459,West,0,0
101531,India,Surat,Gujarat,447608,West,0,0
101532,India,Surat,Gujarat,994287,West,0,0
101533,India,Surat,Gujarat,359013,West,0,0
101534,India,Surat,Gujarat,391799,West,0,0
101535,India,Surat,Gujarat,804172,West,0,0
101536,India,Surat,Gujarat,575243,West,0,0
101537,India,Surat,Gujarat,718312,West,0,0
101538,India,Surat,Gujarat,517972,West,0,0
101539,India,Surat,Gujarat,106277,West,0,0
101540,India,Surat,Gujarat,882733,West,0,0
101541,India,Surat,Gujarat,684398,West,0,0
101542,India,Surat,Gujarat,364418,West,0,0
101543,India,Surat,Gujarat,438608,West,0,0
101544,India,Surat,Gujarat,773131,West,0,0
101545,India,Surat,Gujarat,417192,West,0,0
101546,India,Surat,Gujarat,308574,West,0,0
101547,India,Surat,Gujarat,354451,West,0,0
101548,India,Surat,Gujarat,449379,West,0,0
101549,India,Surat,Gujarat,181147,West,0,0
101550,India,Surat,Gujarat,214427,West,0,0
101551,India,Surat,Gujarat,179876,West,0,0
101552,India,Surat,Gujarat,668728,West,0,0
101553,India,Surat,Gujarat,466042,West,0,0
101554,India,Surat,Gujarat,327561,West,0,0
101555,India,Surat,Gujarat,174176,West,0,0
101556,India,Surat,Gujarat,857262,West,0,0
101557,India,Surat,Gujarat,609662,West,0,0
101558,India,Surat,Gujarat,140318,West,0,0
101559,India,Surat,Gujarat,785459,West,0,0
101560,India,Surat,Gujarat,495252,West,0,0
101561,India,Surat,Gujarat,121518,West,0,0
101562,India,Surat,Gujarat,102419,West,0,0
101563,India,Surat,Gujarat,440641,West,0,0
101564,India,Surat,Gujarat,845778,West,0,0
101565,India,Surat,Gujarat,813628,West,0,0
101566,India,Vadodara,Gujarat,891178,West,0,0
101567,India,Vadodara,Gujarat,441090,West,0,0
101568,India,Vadodara,Gujarat,686373,West,0,0
101569,India,Vadodara,Gujarat,591422,West,0,0
101570,India,Vadodara,Gujarat,370628,West,0,0
101571,India,Vadodara,Gujarat,896747,West,0,0
101572,India,Vadodara,Gujarat,553638,West,0,0
101573,India,Vadodara,Gujarat,244526,West,0,0
101574,India,Vadodara,Gujarat,565899,West,0,0
101575,India,Vadodara,Gujarat,616404,West,0,0
101576,India,Vadodara,Gujarat,276774,West,0,0
101577,India,Vadodara,Gujarat,703688,West,0,0
101578,India,Vadodara,Gujarat,912741,West,0,0
101579,India,Vadodara,Gujarat,915697,West,0,0
101580,India,Vadodara,Gujarat,957398,West,0,0
