DOL_Vehicle_ID,Model_Year,Make,Model,Electric_Vehicle_Type,Clean_Alternative_Fuel_Vehicle_(CAFV)_Eligibility,Electric_Range,Base_MSRP,Vehicle_Age,Range_Category,Price_Category,Price_per_Range,EV_Class,High_Range_Flag,Premium_Flag
105533,2019,Ola Electric,XUV400,BEV,Eligible,412,3924735,7,High,Premium,9526.06,BEV,1,1
105534,2019,BYD India,Nexon EV,BEV,Eligible,274,951376,7,High,Premium,3472.18,BEV,0,1
105535,2019,BYD India,ZS EV,BEV,Eligible,322,1692349,7,High,Premium,5255.74,BEV,1,1
105536,2019,Ather Energy,iQube,BEV,Eligible,114,1181035,7,Medium,Premium,10359.96,BEV,0,1
105537,2019,Mahindra Electric,Atto 3,BEV,Eligible,454,3628818,7,High,Premium,7992.99,BEV,1,1
105538,2019,Hyundai EV,Kona EV,BEV,Eligible,185,2281017,7,Medium,Premium,12329.82,BEV,0,1
105539,2019,Tata Motors,Atto 3,BEV,Not Eligible,104,2747214,7,Medium,Premium,26415.52,BEV,0,1
105540,2019,TVS Motor,450X,PHEV,Eligible,462,1216539,7,High,Premium,2633.2,PHEV,1,1
105541,2019,MG Motor India,Atto 3,BEV,Not Eligible,379,4084669,7,High,Premium,10777.49,BEV,1,1
105542,2019,Mahindra Electric,S1 Pro,PHEV,Not Eligible,311,1481716,7,High,Premium,4764.36,PHEV,1,1
105543,2019,Mahindra Electric,iQube,BEV,Eligible,393,4066434,7,High,Premium,10347.16,BEV,1,1
105544,2019,Mahindra Electric,iQube,BEV,Not Eligible,479,2167843,7,High,Premium,4525.77,BEV,1,1
105545,2019,Mahindra Electric,ZS EV,BEV,Eligible,517,4102992,7,High,Premium,7936.15,BEV,1,1
105546,2019,Ola Electric,Nexon EV,BEV,Eligible,187,3783804,7,Medium,Premium,20234.25,BEV,0,1
105547,2019,Ather Energy,S1 Pro,BEV,Eligible,301,4346631,7,High,Premium,14440.63,BEV,1,1
105548,2019,TVS Motor,450X,BEV,Not Eligible,179,2556852,7,Medium,Premium,14284.09,BEV,0,1
105549,2019,Tata Motors,ZS EV,PHEV,Eligible,239,2960945,7,Medium,Premium,12388.89,PHEV,0,1
105550,2019,BYD India,450X,PHEV,Eligible,280,1339222,7,High,Premium,4782.94,PHEV,0,1
105551,2019,Tata Motors,ZS EV,BEV,Not Eligible,464,2608851,7,High,Premium,5622.52,BEV,1,1
105552,2019,Hyundai EV,S1 Pro,BEV,Eligible,211,3197439,7,Medium,Premium,15153.74,BEV,0,1
105553,2019,MG Motor India,Kona EV,BEV,Eligible,259,2333840,7,High,Premium,9010.97,BEV,0,1
105554,2019,BYD India,iQube,BEV,Eligible,161,2660963,7,Medium,Premium,16527.72,BEV,0,1
105555,2019,MG Motor India,Kona EV,BEV,Eligible,506,3308900,7,High,Premium,6539.33,BEV,1,1
105556,2019,Mahindra Electric,iQube,BEV,Eligible,258,1238692,7,High,Premium,4801.13,BEV,0,1
105557,2019,TVS Motor,XUV400,BEV,Eligible,366,1316104,7,High,Premium,3595.91,BEV,1,1
105558,2019,Ather Energy,Nexon EV,BEV,Eligible,138,1005332,7,Medium,Premium,7285.01,BEV,0,1
105559,2019,Tata Motors,Atto 3,BEV,Eligible,195,963683,7,Medium,Premium,4941.96,BEV,0,1
105560,2019,MG Motor India,XUV400,BEV,Not Eligible,388,4185221,7,High,Premium,10786.65,BEV,1,1
105561,2019,MG Motor India,450X,BEV,Not Eligible,317,3983964,7,High,Premium,12567.71,BEV,1,1
105562,2019,TVS Motor,Nexon EV,BEV,Eligible,214,3980542,7,Medium,Premium,18600.66,BEV,0,1
105563,2019,Ola Electric,450X,BEV,Eligible,455,3947891,7,High,Premium,8676.68,BEV,1,1
105564,2019,TVS Motor,iQube,BEV,Eligible,120,1068728,7,Medium,Premium,8906.07,BEV,0,1
105565,2019,Ola Electric,450X,BEV,Eligible,166,992704,7,Medium,Premium,5980.14,BEV,0,1
105566,2019,Ola Electric,Atto 3,BEV,Not Eligible,448,4155172,7,High,Premium,9274.94,BEV,1,1
105567,2019,Mahindra Electric,Nexon EV,BEV,Eligible,519,4255559,7,High,Premium,8199.54,BEV,1,1
105568,2019,BYD India,450X,BEV,Eligible,132,3816005,7,Medium,Premium,28909.13,BEV,0,1
105569,2019,MG Motor India,XUV400,BEV,Not Eligible,150,1909279,7,Medium,Premium,12728.53,BEV,0,1
105570,2019,Ola Electric,XUV400,PHEV,Eligible,188,1779774,7,Medium,Premium,9466.88,PHEV,0,1
105571,2019,Ola Electric,Atto 3,BEV,Eligible,341,1578533,7,High,Premium,4629.13,BEV,1,1
105572,2019,TVS Motor,Nexon EV,BEV,Eligible,287,4326204,7,High,Premium,15073.88,BEV,0,1
105573,2019,Ather Energy,S1 Pro,BEV,Eligible,193,2589895,7,Medium,Premium,13419.15,BEV,0,1
105574,2019,Tata Motors,iQube,BEV,Eligible,214,2367762,7,Medium,Premium,11064.31,BEV,0,1
105575,2019,TVS Motor,450X,BEV,Eligible,495,1678443,7,High,Premium,3390.79,BEV,1,1
105576,2019,Ola Electric,iQube,BEV,Eligible,351,3905103,7,High,Premium,11125.65,BEV,1,1
105577,2019,Ather Energy,450X,BEV,Eligible,116,3518329,7,Medium,Premium,30330.42,BEV,0,1
105578,2019,TVS Motor,Kona EV,BEV,Eligible,179,4373177,7,Medium,Premium,24431.16,BEV,0,1
105579,2019,BYD India,XUV400,BEV,Eligible,154,1182309,7,Medium,Premium,7677.33,BEV,0,1
105580,2019,Ola Electric,ZS EV,BEV,Not Eligible,470,4105478,7,High,Premium,8735.06,BEV,1,1
105581,2019,Hyundai EV,S1 Pro,BEV,Eligible,185,1424587,7,Medium,Premium,7700.47,BEV,0,1
105582,2019,Tata Motors,ZS EV,BEV,Eligible,336,1568388,7,High,Premium,4667.82,BEV,1,1
105583,2019,Hyundai EV,Kona EV,PHEV,Eligible,437,2283654,7,High,Premium,5225.75,PHEV,1,1
105584,2019,TVS Motor,S1 Pro,BEV,Eligible,369,1767233,7,High,Premium,4789.25,BEV,1,1
105585,2019,Tata Motors,Nexon EV,PHEV,Eligible,391,1064957,7,High,Premium,2723.68,PHEV,1,1
105586,2019,BYD India,Nexon EV,BEV,Eligible,370,1185537,7,High,Premium,3204.15,BEV,1,1
105587,2019,Tata Motors,S1 Pro,BEV,Eligible,346,2726547,7,High,Premium,7880.19,BEV,1,1
105588,2019,MG Motor India,Kona EV,BEV,Eligible,181,3874540,7,Medium,Premium,21406.3,BEV,0,1
105589,2019,TVS Motor,iQube,BEV,Eligible,206,4382092,7,Medium,Premium,21272.29,BEV,0,1
105590,2019,Ola Electric,S1 Pro,BEV,Eligible,517,2668703,7,High,Premium,5161.9,BEV,1,1
105591,2019,MG Motor India,iQube,BEV,Eligible,505,1111703,7,High,Premium,2201.39,BEV,1,1
105592,2019,Ola Electric,450X,BEV,Eligible,475,3518796,7,High,Premium,7407.99,BEV,1,1
105593,2019,Hyundai EV,ZS EV,PHEV,Not Eligible,216,2007913,7,Medium,Premium,9295.89,PHEV,0,1
105594,2019,Ola Electric,Nexon EV,BEV,Eligible,304,1933601,7,High,Premium,6360.53,BEV,1,1
105595,2019,Ola Electric,Kona EV,PHEV,Eligible,266,3169837,7,High,Premium,11916.68,PHEV,0,1
105596,2019,Tata Motors,450X,PHEV,Eligible,370,2025295,7,High,Premium,5473.77,PHEV,1,1
105597,2019,Hyundai EV,iQube,PHEV,Not Eligible,341,2263534,7,High,Premium,6637.93,PHEV,1,1
105598,2019,Mahindra Electric,Kona EV,BEV,Not Eligible,487,903961,7,High,Premium,1856.18,BEV,1,1
105599,2019,MG Motor India,Kona EV,BEV,Eligible,324,3136210,7,High,Premium,9679.66,BEV,1,1
105600,2019,MG Motor India,XUV400,BEV,Eligible,501,2879660,7,High,Premium,5747.82,BEV,1,1
105601,2019,Tata Motors,S1 Pro,BEV,Eligible,464,1206243,7,High,Premium,2599.66,BEV,1,1
105602,2019,BYD India,S1 Pro,PHEV,Eligible,111,1378110,7,Medium,Premium,12415.41,PHEV,0,1
105603,2019,BYD India,Atto 3,BEV,Not Eligible,186,952945,7,Medium,Premium,5123.36,BEV,0,1
105604,2019,TVS Motor,XUV400,BEV,Not Eligible,282,953583,7,High,Premium,3381.5,BEV,0,1
105605,2019,Hyundai EV,Atto 3,PHEV,Eligible,120,3968127,7,Medium,Premium,33067.72,PHEV,0,1
105606,2019,Ather Energy,Nexon EV,BEV,Eligible,219,2977389,7,Medium,Premium,13595.38,BEV,0,1
105607,2019,Ola Electric,Atto 3,BEV,Eligible,203,1259878,7,Medium,Premium,6206.3,BEV,0,1
105608,2019,Ather Energy,ZS EV,BEV,Eligible,338,2445181,7,High,Premium,7234.26,BEV,1,1
105609,2019,TVS Motor,XUV400,BEV,Eligible,504,1637153,7,High,Premium,3248.32,BEV,1,1
105610,2019,Tata Motors,Kona EV,BEV,Eligible,299,2660205,7,High,Premium,8897.01,BEV,0,1
105611,2019,Hyundai EV,Nexon EV,BEV,Eligible,336,4467944,7,High,Premium,13297.45,BEV,1,1
105612,2019,BYD India,450X,BEV,Eligible,309,3189448,7,High,Premium,10321.84,BEV,1,1
105613,2019,BYD India,Kona EV,BEV,Not Eligible,277,2274335,7,High,Premium,8210.6,BEV,0,1
105614,2019,Hyundai EV,Kona EV,PHEV,Eligible,294,3803196,7,High,Premium,12936.04,PHEV,0,1
105615,2019,TVS Motor,Kona EV,BEV,Eligible,137,4306221,7,Medium,Premium,31432.27,BEV,0,1
105616,2019,Hyundai EV,Atto 3,BEV,Eligible,352,1320947,7,High,Premium,3752.69,BEV,1,1
105617,2019,Ola Electric,450X,PHEV,Eligible,252,1120179,7,High,Premium,4445.15,PHEV,0,1
105618,2019,Mahindra Electric,450X,BEV,Eligible,387,3377796,7,High,Premium,8728.16,BEV,1,1
105619,2019,Ola Electric,Kona EV,BEV,Eligible,150,2220937,7,Medium,Premium,14806.25,BEV,0,1
105620,2019,Mahindra Electric,Nexon EV,BEV,Eligible,88,4302404,7,Low,Premium,48890.95,BEV,0,1
105621,2019,Ola Electric,Kona EV,BEV,Not Eligible,198,3174179,7,Medium,Premium,16031.21,BEV,0,1
105622,2019,MG Motor India,Atto 3,BEV,Eligible,102,4171769,7,Medium,Premium,40899.7,BEV,0,1
105623,2019,Ather Energy,XUV400,BEV,Eligible,300,3394839,7,High,Premium,11316.13,BEV,1,1
105624,2019,Hyundai EV,S1 Pro,PHEV,Eligible,286,4077764,7,High,Premium,14257.92,PHEV,0,1
105625,2019,MG Motor India,450X,BEV,Eligible,461,3665224,7,High,Premium,7950.59,BEV,1,1
105626,2019,MG Motor India,Kona EV,PHEV,Not Eligible,259,2755357,7,High,Premium,10638.44,PHEV,0,1
105627,2019,Hyundai EV,ZS EV,BEV,Eligible,266,1539030,7,High,Premium,5785.83,BEV,0,1
105628,2019,Mahindra Electric,iQube,BEV,Eligible,137,1328735,7,Medium,Premium,9698.8,BEV,0,1
105629,2019,Tata Motors,ZS EV,BEV,Eligible,462,4130147,7,High,Premium,8939.71,BEV,1,1
105630,2019,Ola Electric,XUV400,BEV,Not Eligible,488,3104817,7,High,Premium,6362.33,BEV,1,1
105631,2019,TVS Motor,Atto 3,BEV,Eligible,138,2032226,7,Medium,Premium,14726.28,BEV,0,1
105632,2019,MG Motor India,iQube,PHEV,Not Eligible,344,1275814,7,High,Premium,3708.76,PHEV,1,1
105633,2019,Tata Motors,Nexon EV,BEV,Eligible,471,3386907,7,High,Premium,7190.89,BEV,1,1
105634,2019,Tata Motors,Nexon EV,BEV,Eligible,204,1736769,7,Medium,Premium,8513.57,BEV,0,1
105635,2019,TVS Motor,iQube,BEV,Not Eligible,137,1649739,7,Medium,Premium,12041.89,BEV,0,1
105636,2019,Mahindra Electric,Atto 3,BEV,Eligible,85,3735552,7,Low,Premium,43947.67,BEV,0,1
105637,2019,Ola Electric,ZS EV,BEV,Eligible,135,2954758,7,Medium,Premium,21887.1,BEV,0,1
105638,2019,MG Motor India,XUV400,PHEV,Eligible,402,3771483,7,High,Premium,9381.8,PHEV,1,1
105639,2019,Mahindra Electric,ZS EV,BEV,Not Eligible,273,1248752,7,High,Premium,4574.18,BEV,0,1
105640,2019,Tata Motors,Kona EV,BEV,Eligible,315,2993041,7,High,Premium,9501.72,BEV,1,1
105641,2019,Ola Electric,iQube,BEV,Not Eligible,318,1615382,7,High,Premium,5079.82,BEV,1,1
105642,2019,Hyundai EV,Nexon EV,BEV,Eligible,86,2122928,7,Low,Premium,24685.21,BEV,0,1
105643,2019,Ola Electric,ZS EV,BEV,Eligible,493,4234729,7,High,Premium,8589.71,BEV,1,1
105644,2019,Hyundai EV,Kona EV,BEV,Eligible,120,3964665,7,Medium,Premium,33038.88,BEV,0,1
105645,2019,BYD India,XUV400,BEV,Eligible,221,4251867,7,Medium,Premium,19239.22,BEV,0,1
105646,2019,Tata Motors,XUV400,BEV,Eligible,512,1926532,7,High,Premium,3762.76,BEV,1,1
105647,2019,MG Motor India,Nexon EV,BEV,Not Eligible,222,4321692,7,Medium,Premium,19467.08,BEV,0,1
105648,2019,Hyundai EV,S1 Pro,BEV,Not Eligible,239,3514482,7,Medium,Premium,14704.95,BEV,0,1
105649,2019,BYD India,S1 Pro,BEV,Eligible,461,3265417,7,High,Premium,7083.33,BEV,1,1
105650,2019,Tata Motors,iQube,BEV,Eligible,388,2649953,7,High,Premium,6829.78,BEV,1,1
105651,2019,Mahindra Electric,Nexon EV,BEV,Eligible,319,3240045,7,High,Premium,10156.88,BEV,1,1
105652,2019,Mahindra Electric,450X,BEV,Eligible,192,2001021,7,Medium,Premium,10421.98,BEV,0,1
105653,2019,Ola Electric,Nexon EV,BEV,Eligible,246,933743,7,Medium,Premium,3795.7,BEV,0,1
105654,2019,MG Motor India,iQube,PHEV,Eligible,345,1714439,7,High,Premium,4969.39,PHEV,1,1
105655,2019,TVS Motor,450X,PHEV,Eligible,428,4262767,7,High,Premium,9959.74,PHEV,1,1
105656,2019,Mahindra Electric,iQube,BEV,Eligible,305,4072054,7,High,Premium,13351.0,BEV,1,1
105657,2019,Ola Electric,ZS EV,BEV,Eligible,416,1890315,7,High,Premium,4544.03,BEV,1,1
105658,2019,MG Motor India,Kona EV,BEV,Eligible,261,4432014,7,High,Premium,16980.9,BEV,0,1
105659,2019,BYD India,iQube,PHEV,Not Eligible,446,2823046,7,High,Premium,6329.7,PHEV,1,1
105660,2019,Ather Energy,ZS EV,BEV,Eligible,418,4047780,7,High,Premium,9683.68,BEV,1,1
105661,2019,Ola Electric,S1 Pro,BEV,Not Eligible,331,1763912,7,High,Premium,5329.04,BEV,1,1
105662,2019,Hyundai EV,450X,BEV,Eligible,445,4456971,7,High,Premium,10015.67,BEV,1,1
105663,2019,Ather Energy,iQube,BEV,Eligible,375,3643439,7,High,Premium,9715.84,BEV,1,1
105664,2019,Hyundai EV,Atto 3,BEV,Eligible,182,4379744,7,Medium,Premium,24064.53,BEV,0,1
105665,2019,Ather Energy,XUV400,BEV,Eligible,415,1630560,7,High,Premium,3929.06,BEV,1,1
105666,2019,TVS Motor,iQube,BEV,Not Eligible,341,1513549,7,High,Premium,4438.56,BEV,1,1
105667,2019,BYD India,450X,BEV,Eligible,293,1154072,7,High,Premium,3938.81,BEV,0,1
105668,2019,Ola Electric,Nexon EV,BEV,Eligible,378,4246144,7,High,Premium,11233.19,BEV,1,1
105669,2019,Tata Motors,450X,PHEV,Eligible,314,1428172,7,High,Premium,4548.32,PHEV,1,1
105670,2019,TVS Motor,450X,BEV,Not Eligible,403,1788435,7,High,Premium,4437.8,BEV,1,1
105671,2019,MG Motor India,450X,BEV,Eligible,248,1175424,7,Medium,Premium,4739.61,BEV,0,1
105672,2019,Mahindra Electric,Kona EV,BEV,Eligible,347,1549195,7,High,Premium,4464.54,BEV,1,1
105673,2019,Tata Motors,XUV400,BEV,Eligible,235,3266500,7,Medium,Premium,13900.0,BEV,0,1
105674,2019,MG Motor India,XUV400,PHEV,Eligible,518,1003216,7,High,Premium,1936.71,PHEV,1,1
105675,2019,Hyundai EV,iQube,BEV,Eligible,263,2131002,7,High,Premium,8102.67,BEV,0,1
105676,2019,MG Motor India,ZS EV,BEV,Not Eligible,96,4237629,7,Low,Premium,44141.97,BEV,0,1
105677,2019,MG Motor India,Atto 3,BEV,Not Eligible,517,3292323,7,High,Premium,6368.13,BEV,1,1
105678,2019,Mahindra Electric,iQube,BEV,Eligible,330,4167646,7,High,Premium,12629.23,BEV,1,1
105679,2019,MG Motor India,Nexon EV,BEV,Eligible,407,3694823,7,High,Premium,9078.19,BEV,1,1
105680,2019,Mahindra Electric,S1 Pro,BEV,Not Eligible,198,1171846,7,Medium,Premium,5918.41,BEV,0,1
105681,2019,Hyundai EV,iQube,BEV,Eligible,514,2719893,7,High,Premium,5291.62,BEV,1,1
105682,2019,Hyundai EV,ZS EV,BEV,Eligible,310,1251289,7,High,Premium,4036.42,BEV,1,1
105683,2019,BYD India,Kona EV,BEV,Eligible,248,2411007,7,Medium,Premium,9721.8,BEV,0,1
105684,2019,Mahindra Electric,Nexon EV,PHEV,Eligible,145,1198310,7,Medium,Premium,8264.21,PHEV,0,1
105685,2019,TVS Motor,450X,BEV,Eligible,293,3942996,7,High,Premium,13457.32,BEV,0,1
105686,2019,Ather Energy,Nexon EV,PHEV,Eligible,422,1740582,7,High,Premium,4124.6,PHEV,1,1
105687,2019,Mahindra Electric,S1 Pro,BEV,Eligible,121,1375614,7,Medium,Premium,11368.71,BEV,0,1
105688,2019,Hyundai EV,Nexon EV,BEV,Not Eligible,476,3787064,7,High,Premium,7956.02,BEV,1,1
105689,2019,Ather Energy,Atto 3,BEV,Eligible,124,2002745,7,Medium,Premium,16151.17,BEV,0,1
105690,2019,Mahindra Electric,ZS EV,BEV,Eligible,451,4144042,7,High,Premium,9188.56,BEV,1,1
105691,2019,Hyundai EV,Kona EV,BEV,Eligible,99,4295683,7,Low,Premium,43390.74,BEV,0,1
105692,2019,Ather Energy,Kona EV,BEV,Eligible,213,3288632,7,Medium,Premium,15439.59,BEV,0,1
105693,2019,Ola Electric,ZS EV,BEV,Eligible,245,2295489,7,Medium,Premium,9369.34,BEV,0,1
105694,2019,TVS Motor,XUV400,BEV,Not Eligible,264,2037088,7,High,Premium,7716.24,BEV,0,1
105695,2019,Ola Electric,ZS EV,BEV,Eligible,495,4346088,7,High,Premium,8779.98,BEV,1,1
105696,2019,Mahindra Electric,Nexon EV,BEV,Not Eligible,477,2997797,7,High,Premium,6284.69,BEV,1,1
105697,2019,Mahindra Electric,S1 Pro,BEV,Eligible,189,3646554,7,Medium,Premium,19293.94,BEV,0,1
105698,2019,Hyundai EV,ZS EV,PHEV,Eligible,395,4108125,7,High,Premium,10400.32,PHEV,1,1
105699,2019,MG Motor India,Kona EV,PHEV,Eligible,455,1977247,7,High,Premium,4345.6,PHEV,1,1
105700,2019,Ola Electric,450X,BEV,Eligible,437,2733733,7,High,Premium,6255.68,BEV,1,1
105701,2019,Ather Energy,S1 Pro,PHEV,Eligible,471,1816280,7,High,Premium,3856.22,PHEV,1,1
105702,2019,TVS Motor,Atto 3,BEV,Eligible,377,1313647,7,High,Premium,3484.47,BEV,1,1
105703,2019,MG Motor India,S1 Pro,BEV,Eligible,351,4304957,7,High,Premium,12264.83,BEV,1,1
105704,2019,Mahindra Electric,ZS EV,BEV,Eligible,418,3335051,7,High,Premium,7978.59,BEV,1,1
105705,2019,MG Motor India,ZS EV,BEV,Eligible,176,2723194,7,Medium,Premium,15472.69,BEV,0,1
105706,2019,Tata Motors,450X,BEV,Eligible,133,3264007,7,Medium,Premium,24541.41,BEV,0,1
105707,2019,TVS Motor,S1 Pro,BEV,Eligible,357,4048442,7,High,Premium,11340.17,BEV,1,1
105708,2019,Ola Electric,Atto 3,BEV,Eligible,453,3825626,7,High,Premium,8445.09,BEV,1,1
105709,2019,Ola Electric,iQube,BEV,Eligible,109,2428820,7,Medium,Premium,22282.75,BEV,0,1
105710,2019,BYD India,450X,BEV,Eligible,412,3973707,7,High,Premium,9644.92,BEV,1,1
105711,2019,MG Motor India,XUV400,BEV,Eligible,226,4355343,7,Medium,Premium,19271.43,BEV,0,1
105712,2019,MG Motor India,450X,BEV,Not Eligible,237,3110652,7,Medium,Premium,13125.11,BEV,0,1
105713,2019,Mahindra Electric,XUV400,BEV,Eligible,394,4250907,7,High,Premium,10789.1,BEV,1,1
105714,2019,Mahindra Electric,Nexon EV,PHEV,Eligible,179,1369334,7,Medium,Premium,7649.91,PHEV,0,1
105715,2019,Hyundai EV,450X,BEV,Eligible,415,976699,7,High,Premium,2353.49,BEV,1,1
105716,2019,Ather Energy,XUV400,PHEV,Not Eligible,328,1508665,7,High,Premium,4599.59,PHEV,1,1
105717,2019,Tata Motors,450X,BEV,Eligible,330,4072179,7,High,Premium,12339.94,BEV,1,1
105718,2019,BYD India,ZS EV,BEV,Not Eligible,314,1993807,7,High,Premium,6349.7,BEV,1,1
105719,2019,MG Motor India,Kona EV,BEV,Not Eligible,403,3218420,7,High,Premium,7986.15,BEV,1,1
105720,2019,Ola Electric,iQube,BEV,Eligible,317,1231827,7,High,Premium,3885.89,BEV,1,1
105721,2019,Ather Energy,450X,BEV,Eligible,255,2128855,7,High,Premium,8348.45,BEV,0,1
105722,2019,Ather Energy,ZS EV,BEV,Eligible,325,2813956,7,High,Premium,8658.33,BEV,1,1
105723,2019,Tata Motors,Kona EV,BEV,Eligible,110,2112793,7,Medium,Premium,19207.21,BEV,0,1
105724,2019,Ola Electric,Atto 3,BEV,Eligible,148,2905832,7,Medium,Premium,19634.0,BEV,0,1
105725,2019,Mahindra Electric,450X,BEV,Eligible,202,3222854,7,Medium,Premium,15954.72,BEV,0,1
105726,2019,Hyundai EV,ZS EV,BEV,Eligible,353,3848820,7,High,Premium,10903.17,BEV,1,1
105727,2019,Hyundai EV,Atto 3,BEV,Eligible,473,2216891,7,High,Premium,4686.87,BEV,1,1
105728,2019,Tata Motors,ZS EV,BEV,Not Eligible,489,3921297,7,High,Premium,8019.01,BEV,1,1
105729,2019,Ola Electric,Atto 3,BEV,Eligible,113,2549557,7,Medium,Premium,22562.45,BEV,0,1
105730,2019,MG Motor India,Kona EV,BEV,Eligible,115,2677934,7,Medium,Premium,23286.38,BEV,0,1
105731,2019,MG Motor India,Atto 3,BEV,Eligible,289,1890531,7,High,Premium,6541.63,BEV,0,1
105732,2019,Mahindra Electric,iQube,BEV,Not Eligible,447,3530853,7,High,Premium,7899.0,BEV,1,1
105733,2019,Ola Electric,S1 Pro,BEV,Eligible,462,4156126,7,High,Premium,8995.94,BEV,1,1
105734,2019,Mahindra Electric,ZS EV,BEV,Not Eligible,174,1641915,7,Medium,Premium,9436.29,BEV,0,1
105735,2019,Tata Motors,Atto 3,PHEV,Not Eligible,283,1078874,7,High,Premium,3812.28,PHEV,0,1
105736,2019,MG Motor India,S1 Pro,BEV,Eligible,208,1245467,7,Medium,Premium,5987.82,BEV,0,1
105737,2019,BYD India,ZS EV,BEV,Not Eligible,354,2735675,7,High,Premium,7727.9,BEV,1,1
105738,2019,TVS Motor,ZS EV,BEV,Eligible,158,1203144,7,Medium,Premium,7614.84,BEV,0,1
105739,2019,Ola Electric,Kona EV,PHEV,Not Eligible,219,990990,7,Medium,Premium,4525.07,PHEV,0,1
105740,2019,MG Motor India,iQube,BEV,Eligible,307,3922344,7,High,Premium,12776.36,BEV,1,1
105741,2019,Ola Electric,Nexon EV,BEV,Eligible,379,977049,7,High,Premium,2577.97,BEV,1,1
105742,2019,Tata Motors,Kona EV,BEV,Not Eligible,381,3628588,7,High,Premium,9523.85,BEV,1,1
105743,2019,Ather Energy,S1 Pro,BEV,Eligible,143,2572011,7,Medium,Premium,17986.09,BEV,0,1
105744,2019,BYD India,S1 Pro,PHEV,Eligible,136,1650636,7,Medium,Premium,12137.03,PHEV,0,1
105745,2019,Hyundai EV,S1 Pro,BEV,Not Eligible,456,1854493,7,High,Premium,4066.87,BEV,1,1
105746,2019,BYD India,Nexon EV,BEV,Eligible,177,3689508,7,Medium,Premium,20844.68,BEV,0,1
105747,2019,Hyundai EV,Nexon EV,BEV,Eligible,425,3670639,7,High,Premium,8636.8,BEV,1,1
105748,2019,Hyundai EV,S1 Pro,BEV,Not Eligible,136,1467599,7,Medium,Premium,10791.17,BEV,0,1
105749,2019,Tata Motors,Kona EV,BEV,Eligible,288,2579306,7,High,Premium,8955.92,BEV,0,1
105750,2019,Ola Electric,ZS EV,BEV,Eligible,408,4343389,7,High,Premium,10645.56,BEV,1,1
105751,2019,Ather Energy,Atto 3,BEV,Eligible,337,3789611,7,High,Premium,11245.14,BEV,1,1
105752,2019,TVS Motor,450X,BEV,Eligible,377,3490225,7,High,Premium,9257.89,BEV,1,1
105753,2019,Ather Energy,ZS EV,PHEV,Eligible,511,2549923,7,High,Premium,4990.06,PHEV,1,1
105754,2019,Ather Energy,iQube,BEV,Not Eligible,263,2492410,7,High,Premium,9476.84,BEV,0,1
105755,2019,Ola Electric,iQube,BEV,Eligible,462,3786481,7,High,Premium,8195.85,BEV,1,1
105756,2019,Ather Energy,S1 Pro,BEV,Eligible,140,3306334,7,Medium,Premium,23616.67,BEV,0,1
105757,2019,BYD India,Kona EV,BEV,Eligible,463,4248798,7,High,Premium,9176.67,BEV,1,1
105758,2019,Ola Electric,Atto 3,BEV,Eligible,444,3793845,7,High,Premium,8544.7,BEV,1,1
105759,2019,TVS Motor,450X,PHEV,Eligible,514,2886062,7,High,Premium,5614.91,PHEV,1,1
105760,2019,BYD India,450X,BEV,Not Eligible,136,1505245,7,Medium,Premium,11067.98,BEV,0,1
105761,2019,Mahindra Electric,Kona EV,BEV,Not Eligible,305,1225897,7,High,Premium,4019.33,BEV,1,1
105762,2019,Mahindra Electric,Kona EV,BEV,Eligible,458,1338590,7,High,Premium,2922.69,BEV,1,1
105763,2019,Mahindra Electric,ZS EV,BEV,Eligible,486,2615468,7,High,Premium,5381.62,BEV,1,1
105764,2019,Hyundai EV,Nexon EV,BEV,Eligible,511,3742387,7,High,Premium,7323.65,BEV,1,1
105765,2019,BYD India,iQube,BEV,Eligible,427,3161352,7,High,Premium,7403.63,BEV,1,1
105766,2019,BYD India,Atto 3,BEV,Eligible,386,4277887,7,High,Premium,11082.61,BEV,1,1
105767,2019,MG Motor India,450X,BEV,Eligible,147,3085385,7,Medium,Premium,20989.01,BEV,0,1
105768,2019,Hyundai EV,Atto 3,BEV,Eligible,332,2933899,7,High,Premium,8837.05,BEV,1,1
105769,2019,Tata Motors,S1 Pro,BEV,Eligible,453,3997471,7,High,Premium,8824.44,BEV,1,1
105770,2019,Tata Motors,Nexon EV,BEV,Not Eligible,331,3040155,7,High,Premium,9184.76,BEV,1,1
105771,2019,Tata Motors,Kona EV,BEV,Eligible,133,1820962,7,Medium,Premium,13691.44,BEV,0,1
105772,2019,TVS Motor,S1 Pro,BEV,Eligible,96,3289915,7,Low,Premium,34269.95,BEV,0,1
105773,2019,TVS Motor,iQube,BEV,Eligible,496,1402969,7,High,Premium,2828.57,BEV,1,1
105774,2019,Hyundai EV,Nexon EV,BEV,Eligible,221,3526001,7,Medium,Premium,15954.76,BEV,0,1
105775,2019,BYD India,ZS EV,BEV,Eligible,107,3336691,7,Medium,Premium,31184.03,BEV,0,1
105776,2019,Hyundai EV,Atto 3,BEV,Eligible,139,2257991,7,Medium,Premium,16244.54,BEV,0,1
105777,2019,Hyundai EV,Atto 3,BEV,Eligible,274,2476504,7,High,Premium,9038.34,BEV,0,1
105778,2019,Ola Electric,Kona EV,PHEV,Eligible,396,2587818,7,High,Premium,6534.89,PHEV,1,1
105779,2019,Hyundai EV,Nexon EV,PHEV,Eligible,189,1109527,7,Medium,Premium,5870.51,PHEV,0,1
